copyid,condition,price,signed,dustjacket,binding,description
30716428273,Good,0,0,0,hardcover,0
30127853508,New,US$ 15.61,0,0,pap,New Book. Shipped from UK. THIS BOOK IS PRINTED ON DEMAND. Established seller since 2000.
30733293954,Good,US$ 4.70,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
19095751319,Fine,US$ 18.00,0,0,paperback,"Fine in wraps, an unread copy, now bagged in archival mylar. Ace G-669. From the collection and estate of noted SF/F/H & comic collector Kennett Neily - owner of the White Mountain Comic Collection - with his date of purchase, 10-25-67, written to ffep."
30723439423,Fair,US$ 4.55,0,0,leather bound,
15362937128,BUONO,US$ 8.47,0,0,br.cop.ill.a col.,"cm.12x18,3, pp.144, Coll. I romanzi del Cosmo. Fantascienza,111. Milano, Ponzoni Ed. 1963, cm.12x18,3, pp.144, br.cop.ill.a col. Coll. I romanzi del Cosmo. Fantascienza,111."
30749307377,Good,US$ 4.70,0,0,0,"Former Library book. Shows some signs of wear, and may have some markings on the inside."
30415626040,Near Fine,US$ 7.86,0,Near Fine,hardcover,"First Thus, later printing. Hard cover thick 8vo - over 7� - 9�"" tall in brown cloth w/ gold spine titles. Near Fine book in like DJ worn at top edge, now in clear protective cover. Book has mild text block pull, toned pages, soiled top edge; square w/ firm binding, interior clean and unmarked. Includes the complete texts of: THe Age of Fable; THe Age of Chivalry; Legends of Charlemagne. x, 957pp inc., Author's Preface, Dictionary and Index; illustrated in classic b/w reproductions. Sorry, NO Priority or International. Does not look like stock image. 957 p."
30712018015,VERY GOOD Minus,US$ 4.25,0,0,paperback,"242 pages.CONTENTS = Celephais; Silver Key; Through the Gates of the Silver Key; White Ship; Strange High House in the Mist > >> Cover creasing. Size: 12mo - over 6�"" - 7�"" Tall."
10301020323,Fair,US$ 10.00,0,No Jacket,paperback,"Set of 6 issues of If digest magazine for 1974. Includes January-February through November-December, Vol. 22, No. 3 through Vol. 22, No. 8. All issues in fair or better condition."
30275974063,Very Good,US$ 14.80,0,0,paperback,"Signet NY 1970 176 pages. First thus. Very good condition with edge wear, readers creases, light toning to inside covers and pages. See photos. 25-27."
114761838,0,US$ 15.33,0,Dust Jacket Included,hardcover,"Font cover edge tear repair, else VG- in stiff Mylar jacket. extremely scarce Derleth item. First ed. Binding is Stiff wraps."
684210019,Very Good to Near Fine,US$ 25.00,Signed by Author,Very Good,hardcover,Signed by author on half-title page. 2nd printing. Previous owner's name and info on half-title page. Very faint spotting on front cover. Crease in front flap of DJ. Very minor edge wear to DJ.
22420062805,VG / F-422,US$ 7.00,0,0,wraps,
3001480206,Fine,US$ 150.00,Signed,Fine,cloth,"Green cloth in mylar protected dust-jacket, green endpapers. Stated ""First Edition"" on copyright page. 62 pages; illustrated. This copy SIGNED by illustrator, Kubinyi on front free endpaper. The delightful classic Danish animal fable, enjoyed by children and adults. Price clipped jacket, spine lightly sunned, else clean, bright and tight. Size: Octavo."
30666564546,Very Good,US$ 6.98,0,0,hardcover,"A copy that has been read, but remains in excellent condition. Pages are intact and are not marred by notes or highlighting, but may contain a neat previous owner name. The spine remains undamaged. At ThriftBooks, our motto is: Read More, Spend Less."
30228415401,0,US$ 36.62,0,Dust Jacket Included,hardcover,"Hardcover. Alittle wear to dustjacket, rubbing to edns of spine, otherwise good condition. B/W plates. 359pp. ISBN 0047860030."
14407574795,0,US$ 22.00,0,0,paperback,"Futura Book #7780, 1976, 1st UK edition, rare British Solar Pons crime vintage paperback, great cover art, stories and art in Sherlock Holmes style, nice copy, bright and firm, minor spine wear, VG+."
30667604154,Very Good,US$ 3.39,0,0,paperback,038509423X Clean and unmarked.
30687961273,VeryGood,0,0,0,paperback,0
30734501872,GOOD,US$ 3.84,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30733616052,Good,US$ 2.49,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30281998593,Good,US$ 14.99,0,0,paperback,"B0013GUYSS This book is in good condition, binding and pages show a small amount of wear."
30714902240,GOOD,US$ 4.69,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30736083255,Good,US$ 2.48,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30736520672,Good,US$ 10.97,0,Dust Jacket Included,hardcover,Nice copy. In original unclipped DJ. Previous owner's nameplate on inside cover but otherwise no markings. Great reading/study copy. May have highlights and/or notes. Ships Fast! Satisfaction Guaranteed!.
22460401805,Very Good to Fine,US$ 17.00,0,0,paperback,"143 pages. >>CONTENTS - Includes: Wentworth's Day; The Peabody Heritage; The Gable Window; The Ancestor; The Shadow Out of Space; The Lamp of Alhazred.>> Minor cover scuffing. Size: 12mo - over 6�"" - 7�"" Tall."
1284941630,Comme neuf,US$ 3.38,0,0,couverture souple,"Editions LE MASQUE 1979. Roman traduit de l'am�ricain. Collection ""Science fiction"". 252p. f.in12 (110 X 165). P122g. Broch�. Couverture souple illustr�e en couleur, en tr�s bon �tat, comme neuf. Int�rieur tr�s propre, proche du neuf. TRES BON ETAT GENERAL, comme neuf. De nombreux livres de science-fiction disponibles dans notre librairie."
30740021376,Very Good,US$ 4.70,0,0,0,Former Library book. Great condition for a used book! Minimal wear.
30324233101,As New,US$ 33.61,0,0,0,Unread book in perfect condition.
30356009620,Very Good,US$ 6.48,0,0,paperback,"A copy that has been read, but remains in excellent condition. Pages are intact and are not marred by notes or highlighting, but may contain a neat previous owner name. The spine remains undamaged. At ThriftBooks, our motto is: Read More, Spend Less."
2337216202,Very Good,US$ 15.53,0,Poor,hardcover,"A very good copy of the stated first hard cover edition in a rather poor (not price-clipped) dust-jacket. The text is wholly unmarked, pristine, and the binding bright and fresh in appearance. Tearing and fraying of the jacket, largely at the top of the spine and the front spine seam; chipping at base of spine; wear and intact tear to front flap-fold seam; intact tear to base of rear cover panel."
30651832922,GOOD,US$ 5.76,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
544738317,0,US$ 23.00,0,0,hardcover,"pp. xix, 230 + Plus Frontis and bold full page lithographs by Joe Mugnaini. Pen and ink chapter headings. All edges decoratively sprinkled in blue. Includes an insert of the Heritage Club Sandglass, Number XI:23. Bookplate of the Union League of Philadelphia presented to the Union League by Grahame T. Smallwood, Jr. 4to. Original full linen binding decorated with a design by Joe Mugnaini. Spine slightly faded at tail. Original slip case, worn with some loss. Hardbound. Nice copy. THESE HERITAGE PRESS BOOKS MAKE GREAT GIFTS. W85."
30651516898,GOOD,US$ 5.71,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
22719066369,0,US$ 4.34,0,0,paperback,"Befriedigend/Good: Durchschnittlich erhaltenes Buch bzw. Schutzumschlag mit Gebrauchsspuren, aber vollst�ndigen Seiten. / Describes the average WORN book or dust jacket that has all the pages present."
19016533949,Good,US$ 6.66,0,0,paperback,"Binding: Paperback ---Publisher: Panther ---Date: 1963 ---Edition: ---Pages: 141 ---Condition: Good ---DJ Condition: ---Description: All of the pages are unmarked, uncreased and tightly bound, no stamps or inscriptions, the only flaws are some scuffs, chips, nicks and small corner creases to the covers. MOST OF OUR BOOKS ARE SHIPPED WITHIN 1 WORKING DAY OF PURCHASE. . BUY WITH CONFIDENCE - WE UPLOAD A SELECTION OF HIGH QUALITY PHOTOGRAPHS WITH EACH LISTING, HOWEVER IF NOT ALREADY PRESENT PHOTOGRAPHS OF ANY OF OUR TITLES CAN BE PROVIDED BY REQUEST VIA E-MAIL.--- LL."
22789582708,Good to Very Good-,US$ 3.25,0,0,paperback,"[1st printing, 1962] #F-168. Cover art by Roy Krenkel, Jr. Creasing; stress; top end store stamp; tanning."
30027561735,Fair,0,0,0,paperback,0
30711417302,Good,US$ 4.01,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30137495559,0,US$ 25.00,0,0,0,"very good - fine , some edge wear."
30621293980,Good,US$ 4.15,0,0,paperback,"This item shows signs of wear from consistent use, but it remains in good condition and works perfectly. All pages and cover are intact , but may have aesthetic issues such as small tears, bends, scratches, and scuffs. Spine may also show signs of wear. Pages may include some notes and highlighting. May include From the library of labels. Satisfaction Guaranteed."
30150294488,UsedAcceptable,US$ 31.19,0,0,hardcover,
30694833960,Good,US$ 2.50,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30230577991,Very Good,US$ 3.00,0,0,0,"Brackett, Leigh. Ginger Star. New York: Ballantine, 1974. 186pp. 16mo. Mass Market. Book condition: Very good."
30737438311,Good,US$ 4.00,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
